nrow,ncol,intensity
20,30,0.0100000007
20,31,0.0099999998
20,32,0.0099999998
20,33,0.0099999998
20,34,0.0100000007
20,35,0.0099999998
20,36,0.0099999998
20,37,0.0099999998
20,38,0.0099999998
20,39,0.0099999998
21,0,0.0000000000
21,1,0.0000000000
21,2,0.0000000000
21,3,0.0100000007
21,4,0.0099999998
21,5,0.0099999998
21,6,0.0099999998
21,7,0.0100000007
21,8,0.0130812367
21,9,0.0134023810
21,10,0.0137389088
21,11,0.0140880980
21,12,0.0144467382
21,13,0.0199999996
21,14,0.0199999996
21,15,0.0199999996
21,16,0.0199999996
21,17,0.0199999996
21,18,0.0199999996
21,19,0.0199999996
21,20,0.0099999998
21,21,0.0099999998
21,22,0.0099999998
21,23,0.0100000007
21,24,0.0099999998
21,25,0.0099999998
21,26,0.0099999998
21,27,0.0100000007
21,28,0.0099999998
21,29,0.0099999998
21,30,0.0099999998
21,31,0.0100000007
21,32,0.0099999998
21,33,0.0100000007
21,34,0.0099999998
21,35,0.0099999998
21,36,0.0099999998
21,37,0.0099999998
21,38,0.0099999998
21,39,0.0099999988
22,0,0.0000000000
22,1,0.0000000000
22,2,0.0000000000
22,3,0.0055147521
22,4,0.0100000007
22,5,0.0099999998
22,6,0.0100000007
22,7,0.0099999998
22,8,0.0139644453
22,9,0.0143201640
22,10,0.0146830343
22,11,0.0150492880
22,12,0.0154150147
22,13,0.0157763250
22,14,0.0200000014
22,15,0.0199999996
22,16,0.0199999996
22,17,0.0199999996
22,18,0.0200000014
22,19,0.0099999998
22,20,0.0099999988
22,21,0.0099999998
22,22,0.0099999998
22,23,0.0099999998
22,24,0.0099999998
22,25,0.0099999998
22,26,0.0099999998
22,27,0.0099999998
22,28,0.0099999998
22,29,0.0099999998
22,30,0.0099999998
22,31,0.0099999998
22,32,0.0099999998
22,33,0.0099999998
22,34,0.0099999998
22,35,0.0099999998
22,36,0.0099999998
22,37,0.0099999998
22,38,0.0099999998
22,39,0.0099999988
23,0,0.0000000000
23,1,0.0000000000
23,2,0.0000000000
